Series	ItemCode	U_COD_ANTIGO	ItemName	ForeignName	ItemsGroupCode	PurchaseItem	SalesItem	InventoryItem	SalesUnit	PurchaseUnit	InventoryUOM	ItemClass
84	MATC000081	78338690	BOBINA PARA UNITARIZAÇÃO LARANJA 4 X 7 CM C/ FITA INV E SERRILHA NO FUNDO- 5.000 UNDS	BOBINA PARA UNITARIZAÇÃO LARANJA 4 X 7 CM C/ FITA INV E SERRILHA NO FUNDO- 5.000 UNDS	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000082	50623	Bobina Para Unitarização Transparente 4 X 7 Cm	Bobina Para Unitarização Transparente 4 X 7 Cm	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000083	78338779	BOBINA PICOTADA 20X30 C/500 SACOS	BOBINA PICOTADA 20X30 C/500 SACOS	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000084	78339000	BOBINA PICOTADA 25X35 C/ 500 SACOS	BOBINA PICOTADA 25X35 C/ 500 SACOS	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000085	78338780	BOBINA PICOTADA 30X40 C/500 SACOS	BOBINA PICOTADA 30X40 C/500 SACOS	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000086	78338781	BOBINA PLASTICA 4 X 7 TRANSPARENTE	BOBINA PLASTICA 4 X 7 TRANSPARENTE	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000087	78338689	BOBINA PLASTICA PICOTADA 7 X 9 TRANSPARENTE COM SERRILHA NO FUNDO - BOB C/ 5MIL SAQUINHOS	BOBINA PLASTICA PICOTADA 7 X 9 TRANSPARENTE COM SERRILHA NO FUNDO - BOB C/ 5MIL SAQUINHOS	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000088	50660	BOBINA TERMICA AMARELA 57 MM X 300M 48G	BOBINA TERMICA AMARELA 57 MM X 300M 48G	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000089	50656	Borracha Pequena C/ Capa Plástica - BRW	Borracha Pequena C/ Capa Plástica - BRW	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000090	78338896	Box Caixa Organizadora Com Divisorias Transparente M	Box Caixa Organizadora Com Divisorias Transparente M	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000091	78338930	CABO HDMI 1,5M PARA COMPUTADOR	CABO HDMI 1,5M PARA COMPUTADOR	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000092	78338998	CABO HDMI P/HDMI 2.0 4K 1,5M	CABO HDMI P/HDMI 2.0 4K 1,5M	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000093	50622	CADEADO LT-20MM, Pado, Dourado	CADEADO LT-20MM, Pado, Dourado	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000094	78339112	CADEIRA MATRIX FIXA	CADEIRA MATRIX FIXA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000095	78338625	CADERNO COM DIVISORIAS SEM PAULTA	CADERNO COM DIVISORIAS SEM PAULTA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000096	50596	CADERNO DE PROTOCOLO PEQUENO CAPA DURA	CADERNO DE PROTOCOLO PEQUENO CAPA DURA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000097	78338642	Caderno Espiral, Capa Dura, 160 Folhas	Caderno Espiral, Capa Dura, 160 Folhas	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000098	78338909	CAIXA ARQUIVO MORTO AZUL	CAIXA ARQUIVO MORTO AZUL	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000099	50586	CAIXA AZUL PARA ARQUIVO	CAIXA AZUL PARA ARQUIVO	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000100	78338673	Caixa de Correspondência Tripla Articulável Cristal	Caixa de Correspondência Tripla Articulável Cristal	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000101	78338987	CAIXA ORGANIZADORA PLASTICA ALTA 14LT	CAIXA ORGANIZADORA PLASTICA ALTA 14LT	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000102	78338944	Caixa Organizadora Plástica de 15 Litros, com Tampa de Trava Click, Cor Cristal, Linha My Closet, Ordene.	Caixa Organizadora Plástica de 15 Litros, com Tampa de Trava Click, Cor Cristal, Linha My Closet, Ordene.	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000103	78338732	Caixa Para Correspondência Tripla Móvel	Caixa Para Correspondência Tripla Móvel	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000104	50651	Caixa Plástica Organizadora  1 Litro Transparente com tampa	Caixa Plástica Organizadora  1 Litro Transparente com tampa	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000105	50710	Caixa Plástica Organizadora  10 Litros Transparente com tampa	Caixa Plástica Organizadora  10 Litros Transparente com tampa	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000106	50650	Caixa Plástica Organizadora  8 Litros Transparente com tampa	Caixa Plástica Organizadora  8 Litros Transparente com tampa	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000107	78338733	CAIXAS ORGANIZADORAS RATTAN 7L C/TAMPA PRETA MULTIUSO	CAIXAS ORGANIZADORAS RATTAN 7L C/TAMPA PRETA MULTIUSO	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000108	50653	Calculadora De Mesa Média Display 12 Dígitos	Calculadora De Mesa Média Display 12 Dígitos	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000109	50578	CANETA AZUL COMPACTOR ECONOMIC	CANETA AZUL COMPACTOR ECONOMIC	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000110	78338641	Caneta Esferográfica BIC Cristal Original Dura Mais, Azul Ponta Média de 1.0mm	Caneta Esferográfica BIC Cristal Original Dura Mais, Azul Ponta Média de 1.0mm	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000111	50670	Caneta Fixa Com Corrente Para Balcão Mesa Tipo Bolinha	Caneta Fixa Com Corrente Para Balcão Mesa Tipo Bolinha	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000112	78338945	Caneta para retro-projetor vermelha 2.0mm Pilot	Caneta para retro-projetor vermelha 2.0mm Pilot	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000113	78338685	CANETA PERMANENTE DE CD COM PONT FINA	CANETA PERMANENTE DE CD COM PONT FINA	155	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000114	50602	CANETA PRETA COMPACTOR	CANETA PRETA COMPACTOR	155	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000115	78338924	CANETA RETRO PROJETOR 2.0MM MAXPRINT AZUL	CANETA RETRO PROJETOR 2.0MM MAXPRINT AZUL	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000116	50605	CANETA RETROPROJETOR CD MARKER PRETA	CANETA RETROPROJETOR CD MARKER PRETA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000117	50585	CANETA VERMELHA COMPACTOR	CANETA VERMELHA COMPACTOR	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000118	78339013	CANETAS PERSONALIZADAS	CANETAS PERSONALIZADAS	155	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000119	78339007	CARIMBO ALMOXARIFADO	CARIMBO ALMOXARIFADO	155	tYES 	tNO 	tYES	UN	(UNID.)	UN	1
84	MATC000120	78339008	CARIMBO PATRIMONIADO	CARIMBO PATRIMONIADO	155	tYES 	tNO 	tYES	UN	(UNID.)	UN	1
84	MATC000121	78339009	CARIMBO RECEBIDO	CARIMBO RECEBIDO	155	tYES 	tNO 	tYES	UN	(UNID.)	UN	1
84	MATC000122	50619	CLIP GALVANIZADO N6/0 CAIXA COM 500GRS	CLIP GALVANIZADO N6/0 CAIXA COM 500GRS	155	tYES 	tNO 	tYES	CX	CX	CX	1
84	MATC000123	50305	CLIPE 2/0 725 UND	CLIPE 2/0 725 UND	155	tYES 	tNO 	tYES	CX	UND	UN	1
84	MATC000124	50306	CLIPE 6/0 500G	CLIPE 6/0 500G	155	tYES 	tNO 	tYES	CX	UND	UN	1
84	MATC000125	78338683	CLIPS GALVANIZADO PARA PAPEL 2/0 COM 100UNIDADES ACC	CLIPS GALVANIZADO PARA PAPEL 2/0 COM 100UNIDADES ACC	155	tYES 	tNO 	tYES	CX	UNID	UN	1
84	MATC000126	50594	CLIPS MEDIO	CLIPS MEDIO	155	tYES 	tNO 	tYES	CX	CX	CX	1
84	MATC000127	78338734	Clips para Papel em Aço Galvanizado Nº2/0	Clips para Papel em Aço Galvanizado Nº2/0	155	tYES 	tNO 	tYES	UN	CX	UN	1
84	MATC000128	50654	Clips para Papel em Aço Galvanizado Nº4/0	Clips para Papel em Aço Galvanizado Nº4/0	155	tYES 	tNO 	tYES	UN	CX	UN	1
84	MATC000129	50655	Clips para Papel em Aço Galvanizado Nº8/0	Clips para Papel em Aço Galvanizado Nº8/0	155	tYES 	tNO 	tYES	CX	CX	CX	1
84	MATC000130	50715	Cola Bastão 36g	Cola Bastão 36g	155	tYES 	tNO 	tYES	UN	CX	UN	1
84	MATC000131	50716	Cola Branca Pritt Tenaz 110G	Cola Branca Pritt Tenaz 110G	155	tYES 	tNO 	tYES	UN	CX	UN	1
84	MATC000132	50628	COLARES HAVAIANOS COLORIDOS PARA CARNAVAL	COLARES HAVAIANOS COLORIDOS PARA CARNAVAL	155	tYES 	tNO 	tYES	UN	CX	UN	1
84	MATC000133	78339071	Combo Teclado e Mouse sem fio Logitech MK220 com Conexão USB, Pilhas Inclusas e Layout ABNT2	Combo Teclado e Mouse sem fio Logitech MK220 com Conexão USB, Pilhas Inclusas e Layout ABNT2	155	tYES 	tNO 	tYES	UN	CX	KIT	1
84	MATC000134	50668	Combo Teclado e Mouse sem fio Logitech MK235 com Conexão USB, Pilhas Inclusas e Layout ABNT2	Combo Teclado e Mouse sem fio Logitech MK235 com Conexão USB, Pilhas Inclusas e Layout ABNT2	155	tYES 	tNO 	tYES	UN	CX	UN	1
84	MATC000135	78338663	COPO 400ML	COPO 400ML	155	tYES 	tNO 	tYES	UN	CX	UN	1
84	MATC000136	50603	CORRETIVO EM FITA	CORRETIVO EM FITA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000137	78338818	Corretivo Em Fita Azul - Tilibra	Corretivo Em Fita Azul - Tilibra	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000138	78338911	CORRETIVO LIQUIDO BASE AGUA 18ML	CORRETIVO LIQUIDO BASE AGUA 18ML	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000139	78338823	Display Acrílico Parede Porta Folha Documentos A4 com dupla face	Display Acrílico Parede Porta Folha Documentos A4 com dupla face	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000140	50647	Display de acrílico para papel A4 (medidas: 32cmx23.5cmx0,3cm)	Display de acrílico para papel A4 (medidas: 32cmx23.5cmx0,3cm)	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000141	78338824	Displays Parede Porta Folha A5 Vertical	Displays Parede Porta Folha A5 Vertical	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000142	50659	DIVISORIAS PARA FICHARIO 210mm x 290mm	DIVISORIAS PARA FICHARIO 210mm x 290mm	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000143	50618	ELASTCO AMARELO N 18 PACOTE COM 120 UNIDADES	ELASTCO AMARELO N 18 PACOTE COM 120 UNIDADES	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000144	78338800	ELASTICO AMARELO Nº18 100 UNIDADES	ELASTICO AMARELO Nº18 100 UNIDADES	155	tYES 	tNO 	tYES	UN	PACOTE	PACOTE	1
84	MATC000145	78339002	Elastico de Embutir  Nº8 7mm Rolo com 100 Metros	Elastico de Embutir  Nº8 7mm Rolo com 100 Metros	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000146	78338578	Envelope Oficio 24 X 34 Cm Pardo Saco Scrity	Envelope Oficio 24 X 34 Cm Pardo Saco Scrity	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000147	50624	ENVELOPE PARDO TAM A4	ENVELOPE PARDO TAM A4	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000148	78338925	ENVELOPE PASTA CATALOGO OFICIO 4 FUROS(0,15) GROSSO	ENVELOPE PASTA CATALOGO OFICIO 4 FUROS(0,15) GROSSO	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000149	78338746	ENVELOPE PASTA CATALOGO OFICIO FINO	ENVELOPE PASTA CATALOGO OFICIO FINO	155	tYES 	tNO 	tYES	UN	PACOTE C/	PACOTE C/	1
84	MATC000150	78338621	Envelope Saco A3 Branco 310x410mm	Envelope Saco A3 Branco 310x410mm	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000151	78338738	Envelope Saco Kraft Natural KN41 310x410mm	Envelope Saco Kraft Natural KN41 310x410mm	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000152	78338584	Envelope Saco Kraft Pardo Skn347 A3 370x470mm Scrity 100un	Envelope Saco Kraft Pardo Skn347 A3 370x470mm Scrity 100un	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000153	78338918	ENVELOPE SKN SCRITY - 2434 KN 240X340 SKN034	ENVELOPE SKN SCRITY - 2434 KN 240X340 SKN034	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000154	78338919	ENVELOPE SKO SCRITY - 3747 KO 370X470 SKO 347	ENVELOPE SKO SCRITY - 3747 KO 370X470 SKO 347	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000155	50304	ESCANINHO TRIPLO WALEU	ESCANINHO TRIPLO WALEU	155	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000156	78338613	ESTANTE DE AÇO 6 PATRELEIRAS 1,95 METROS	ESTANTE DE AÇO 6 PATRELEIRAS 1,95 METROS	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000157	50671	Estilete largo plástico profissional c/trava D95 Easy Office BT	Estilete largo plástico profissional c/trava D95 Easy Office BT	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000158	78338775	ETIQUETA 33X22 3C COUCHE R/32M VERDE CLARO	ETIQUETA 33X22 3C COUCHE R/32M VERDE CLARO	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000159	50316	ETIQUETA 33X22 COUCHE BRANCA	ETIQUETA 33X22 COUCHE BRANCA	155	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000160	78338776	ETIQUETA 33X22 MM COUCHE 3 COLUNAS 32 M BRANCO	ETIQUETA 33X22 MM COUCHE 3 COLUNAS 32 M BRANCO	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000161	78338687	ETIQUETA 33x22/3 32 M COUCHE AZUL	ETIQUETA 33x22/3 32 M COUCHE AZUL	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000162	78338688	ETIQUETA 33x22/3 32 M SERRILHA COUCHE VERMELHO	ETIQUETA 33x22/3 32 M SERRILHA COUCHE VERMELHO	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000163	78338777	ETIQUETA A4350 55X99MM INKJET LASER	ETIQUETA A4350 55X99MM INKJET LASER	155	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000164	78338778	ETIQUETA ADESIVA CARTA 100 FOLHAS 25,4X66,7	ETIQUETA ADESIVA CARTA 100 FOLHAS 25,4X66,7	155	tYES 	tNO 	tYES	UN	ROLO	ROLO	1
84	MATC000165	50303	ETIQUETA LINK 101,6X50X8MM - 1000 UND	ETIQUETA LINK 101,6X50X8MM - 1000 UND	155	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000166	78339105	ETIQUETA MULTIDOSE	ETIQUETA MULTIDOSE	155	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000167	50576	ETIQUETA PIMACO A4350	ETIQUETA PIMACO A4350	155	tYES 	tNO 	tYES	UN	PACOTE	PACOTE	1
84	MATC000168	50593	EXTRATOR DE GRAMPO	EXTRATOR DE GRAMPO	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000169	78338821	Extrator para Grampo Inox 15cm ACC	Extrator para Grampo Inox 15cm ACC	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000170	78338747	FICH UNIV. 4ARG C/PVC CRISTAL 4CM BRANCO	FICH UNIV. 4ARG C/PVC CRISTAL 4CM BRANCO	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000171	78338748	FICH UNIV. 4ARG C/PVC CRISTAL 4CM PRETO	FICH UNIV. 4ARG C/PVC CRISTAL 4CM PRETO	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000172	78338679	Filtro De Linha 5 Tomadas Cabo 5 Metros Com Proteção Fusível	Filtro De Linha 5 Tomadas Cabo 5 Metros Com Proteção Fusível	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000173	78338583	Filtro de Linha Extensão Megatron com 5 tomadas Cabo 1M Bivolt	Filtro de Linha Extensão Megatron com 5 tomadas Cabo 1M Bivolt	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000174	78338579	Fita Adesiva Vermelha 12mm x 10m Adelbras	Fita Adesiva Vermelha 12mm x 10m Adelbras	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000175	78338882	FITA CREPE	FITA CREPE	155	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000176	78338588	Fita Crepe 19Mm X 50M	Fita Crepe 19Mm X 50M	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000177	78339060	FITA DUPLA FACE 3M	FITA DUPLA FACE 3M	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000178	50587	FITA LACRE DUREX LARGA	FITA LACRE DUREX LARGA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000179	78339128	Fita Métrica 150 Cm em Plastico com Trava	Fita Métrica 150 Cm em Plastico com Trava	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000180	78339016	FITA PARA CARPETE 48MMX30M ADELBRAS	FITA PARA CARPETE 48MMX30M ADELBRAS	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000181	78338848	FOLDER CCIH	FOLDER CCIH	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000182	78338741	GABINETE COMPLEMENTO 5 VAOS PEQUENOS SEM PORTAS CINZA	GABINETE COMPLEMENTO 5 VAOS PEQUENOS SEM PORTAS CINZA	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000183	78338590	Gancho Cabideiro Duplo Parede Metal Para Roupa	Gancho Cabideiro Duplo Parede Metal Para Roupa	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000184	78338661	GARRAFA TÉRMICA 750ML	GARRAFA TÉRMICA 750ML	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000185	78339069	GAVETEIRO SUSPENSO 1 GAVETA C/FECHADURA 25MM NG/PR	GAVETEIRO SUSPENSO 1 GAVETA C/FECHADURA 25MM NG/PR	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000186	78338820	Giz de Cera com 12 Cores Acrilex	Giz de Cera com 12 Cores Acrilex	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000187	78338920	GIZ DE CERA CURTO ESTOJO C/15 CORES GC-1313 - PIRA	GIZ DE CERA CURTO ESTOJO C/15 CORES GC-1313 - PIRA	155	tYES 	tNO 	tYES	CX	CX	CX	1
84	MATC000188	50652	Grampeador de mesa até 40 folhas sem extrator - C-15 - Cis	Grampeador de mesa até 40 folhas sem extrator - C-15 - Cis	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000189	78338736	Grampeador de Metal para 20 Folhas 11,5cm Preto, BRW	Grampeador de Metal para 20 Folhas 11,5cm Preto, BRW	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000190	78338681	GRAMPEADOR GRANDE PORTATIL COM CAPACIDADE PARA 20 FOLHAS	GRAMPEADOR GRANDE PORTATIL COM CAPACIDADE PARA 20 FOLHAS	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000191	78338999	GRAMPEADOR METAL P/25 FLS	GRAMPEADOR METAL P/25 FLS	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000192	78338813	GRAMPEADOR P/50F METAL PT	GRAMPEADOR P/50F METAL PT	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000193	50592	GRAMPEADOR PEQUENO	GRAMPEADOR PEQUENO	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000194	78338921	GRAMPEADORSEMIAUTOMATICO - 100FL MX-G100C	GRAMPEADORSEMIAUTOMATICO - 100FL MX-G100C	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000195	50595	GRAMPO PARA GRAMPEADOR 26/6	GRAMPO PARA GRAMPEADOR 26/6	155	tYES 	tNO 	tYES	CX	CX	CX	1
84	MATC000196	78339059	HERLEY TACA AGUA/VINHO 330 ML	HERLEY TACA AGUA/VINHO 330 ML	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000197	50672	Imã Redondo Preto - 12x3mm - Pacote Com 50 Unidades	Imã Redondo Preto - 12x3mm - Pacote Com 50 Unidades	155	tYES 	tNO 	tYES	UN	PACOTE	PACOTE	1
84	MATC000198	78338745	IMPRESSAO E PLASTIFICAÇÃO DE INFORMAÇÕES DE PLACAS DE PREUCAÇÕES	IMPRESSAO E PLASTIFICAÇÃO DE INFORMAÇÕES DE PLACAS DE PREUCAÇÕES	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000199	78338664	JARRA DE VIDRO 1,5L	JARRA DE VIDRO 1,5L	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000200	50604	KIT MANUTENÇÃO SELADORA	KIT MANUTENÇÃO SELADORA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000201	50609	LACRE DE PLASTICO AMARELO COM 100 UNIDADES	LACRE DE PLASTICO AMARELO COM 100 UNIDADES	155	tYES 	tNO 	tYES	UN	PACOTE	PACOTE	1
84	MATC000202	50610	LACRE DE PLASTICO AZUL COM 100 UNIDADES	LACRE DE PLASTICO AZUL COM 100 UNIDADES	155	tYES 	tNO 	tYES	UN	PACOTE	PACOTE	1
84	MATC000203	50307	LAPIS BORRACHA	LAPIS BORRACHA	155	tYES 	tNO 	tYES	UN	UND	UN	1
84	MATC000204	78338922	LAPIS DE COR 2.9 NEO PEN 12 CORES COMPACTOR	LAPIS DE COR 2.9 NEO PEN 12 CORES COMPACTOR	155	tYES 	tNO 	tYES	CX	CX	CX	1
84	MATC000205	78338819	Lápis De Cor Multicolor Caixa Com 12 Cores Grande	Lápis De Cor Multicolor Caixa Com 12 Cores Grande	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000206	50590	LAPIS DE ESCREVER FABER CASTELL	LAPIS DE ESCREVER FABER CASTELL	155	tYES 	tNO 	tYES	UN	UNI	UN	1
84	MATC000207	78338626	Lápis Preto Sextavado Nº 2 Faber-Castell	Lápis Preto Sextavado Nº 2 Faber-Castell	155	tYES 	tNO 	tYES	UN	unid	UN	1
84	MATC000208	78339003	Linha Cordone Urso Glacê Extra Forte Coats N.000 Branco	Linha Cordone Urso Glacê Extra Forte Coats N.000 Branco	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000209	78339074	MANUAL  PARA ORGANIZACOES PRESTADORAS DE SERVICOS DE SAUDE	MANUAL  PARA ORGANIZACOES PRESTADORAS DE SERVICOS DE SAUDE	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000210	78339046	MARCA TEXTO  - VERDE	MARCA TEXTO  - VERDE	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000211	78339047	MARCA TEXTO - LARANJA	MARCA TEXTO - LARANJA	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000212	50608	MARCA TEXTO AMARELO	MARCA TEXTO AMARELO	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000213	78339068	MESA RETA 25MM PAINEL 1200X600 NG/PR	MESA RETA 25MM PAINEL 1200X600 NG/PR	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000214	78338623	Mexedor plástico para café palheta cristal 8755 Prafesta PT 500 UN	Mexedor plástico para café palheta cristal 8755 Prafesta PT 500 UN	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000215	78338817	Molha dedo waleu	Molha dedo waleu	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000216	78335175	MONITOR 23''''''''	MONITOR 23''''''''	155	tYES 	tNO 	tYES	UN	UN	UN	1
84	MATC000217	78338900	Mouse Sem Fio Slim Box Conexão Usb 1200dpi 3 Botões Box Preto	Mouse Sem Fio Slim Box Conexão Usb 1200dpi 3 Botões Box Preto	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000218	50630	OCULOS PLASTICO COLORIDO SEM LENTE QUADRADO ADULTO CARNAVAL	OCULOS PLASTICO COLORIDO SEM LENTE QUADRADO ADULTO CARNAVAL	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000219	50713	Organizador de documentos vertical triplo	Organizador de documentos vertical triplo	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000220	78338731	Organizador de Escritório para Pastas com 3 Divisões Horizontal	Organizador de Escritório para Pastas com 3 Divisões Horizontal	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000221	78338696	ORGANIZADOR DE ESCRITORIO TRIPLO HORIZONTAL	ORGANIZADOR DE ESCRITORIO TRIPLO HORIZONTAL	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000222	78338672	Organizador Triplo Vertical	Organizador Triplo Vertical	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000223	50575	PAPEL A4	PAPEL A4	155	tYES 	tNO 	tYES	UN	PCT	PCT	1
84	MATC000224	50308	PAPEL A4 C/ 500 FOLHAS	PAPEL A4 C/ 500 FOLHAS	155	tYES 	tNO 	tYES	UN	PCT	PCT	1
84	MATC000225	78338686	Papel Color 120g, 210x297, Vermelho, 2232188, Spiral - PT 15 FL	Papel Color 120g, 210x297, Vermelho, 2232188, Spiral - PT 15 FL	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000226	78338814	PAPEL COLOR 185G A4 VERMELHO ESCURO	PAPEL COLOR 185G A4 VERMELHO ESCURO	155	tYES 	tNO 	tYES	UN	UNIDADE	UN	1
84	MATC000227	78338636	Papel Contact Transparente 5m	Papel Contact Transparente 5m	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000228	78338988	PAPEL DE SEDA  BRANCO 60X48	PAPEL DE SEDA  BRANCO 60X48	155	tYES 	tNO 	tYES	UN	UNID	UN	1
84	MATC000229	50717	Pasta AZ Ofício Larga Lombo 75mm	Pasta AZ Ofício Larga Lombo 75mm	155	tYES 	tNO 	tYES	UN	UNID	UN	1
